,full_text,user_location,friends_count,followers_count,reply_count,retweet_count,favorite_count,created_date,manual_positivity,index
3086,@Acosta Hurry!! Someone call Dr. Stella Emmanuel and tell her to break out the Hydroxychloroquine!!!,Anywhere,214,3,0,0,0,2020-10-02,neg,110854
3087,@kylegriffin1 What? No hydroxychloroquine? No bleach injections?,NYC Metro,914,128,0,0,0,2020-10-02,neu,110855
3088,@maggieNYT What about the Hydroxychloroquine??,"Marietta, GA",443,354,0,0,0,2020-10-02,neu,110856
3089,"If you want to know the effectiveness of hydroxychloroquine, note that Trump isn't taking it. https://t.co/kuyS5PEImC",Stuffing ballot boxes,4989,1283,0,0,0,2020-10-02,neg,110857
3090,What? No #Hydroxychloroquine? Shocking.  Is this drug FDA approved?  #TrumpHasCovid,"Alameda, CA",922,78,0,0,0,2020-10-02,neg,110858
3091,"@jimcramer What? No hydroxychloroquine, bleach or lysol being given?",,645,558,2,0,38,2020-10-02,neu,110859
3092,"@realDonaldTrump @FLOTUS Strength from the Netherlands Hydroxychloroquine zinc antibiotics will save you.
#Trump2020LandslideVictory",,122,373,0,0,0,2020-10-02,pos,110860
3093,"Viral Hydroxychloroquine Doctor Stella Immanuel Offers To PRESCRIBE TRUMP Controversial Drug If DC Doctors Will not... -
@NationalFile",,679,672,0,0,0,2020-10-02,neu,110861
3094,"So after all that selling, he's NOT taking hydroxychloroquine?

Another one from the #LiarInChief",New York City,467,282,0,0,0,2020-10-02,neg,110862
3095,But why didn’t they give him hydroxychloroquine? I thought it was supposed to be a miracle drug? 🤣,MUFC,641,276,0,0,0,2020-10-02,neg,110863
3096,@W7VOA @WhiteHouse @POTUS @Regeneron I’m confused. No Hydroxychloroquine? I thought it was a miracle drug.,Butt Town,835,142,0,1,3,2020-10-02,neg,110864
3097,"@realDonaldTrump @FLOTUS Hope you’re taking hydroxychloroquine , you pushed it out there aggressively",,162,134,0,0,0,2020-10-02,neg,110865
3098,No hydroxychloroquine? Funny that.,,328,120,0,0,0,2020-10-02,neg,110866
3099,@weijia I hope he’s taking hydroxychloroquine,,547,428,1,0,5,2020-10-02,pos,110867
3100,Give him hydroxychloroquine!,,437,200,0,0,0,2020-10-02,neg,110868
3101,@PressSec @realDonaldTrump Why not just hydroxychloroquine?,"St Augustine Beach, FL",520,86,0,0,0,2020-10-02,neu,110869
3102,"@Acosta I don't see the miraculous hydroxychloroquine anywhere! Maybe it is because IT'S NOT  RECOMMENDED FOR COVID19 AND ITS ACTUALLY PRETTY DAMAGING FOR THR HUMAN BODY??

#IDIOTRUMP",Utopia,599,80034,0,0,3,2020-10-02,neg,110870
3103,"@leahmcelrath No hydroxychloroquine? No bleach?

What kind of crazy doctor is this?",Southern California,1789,1412,2,1,33,2020-10-02,pos,110871
3104,"According to Trump's Doctor just now Trump has taken a high dose of antibiotics, zinc and Vit D but no Hydroxychloroquine?!

WHY NO HYDROXYCHLOROQUINE @realDonaldTrump?!
WHY TRUMP, WHY???
#TrumpLied212kDied","Florida, USA",4801,5140,0,2,8,2020-10-02,neg,110872
3105,🤔no hydroxychloroquine???? He did preach it..,"Exeter, RI",122,77,0,0,0,2020-10-02,neu,110873
3106,"No Hydroxychloroquine? No bleach?

If only the rest of America could get this quality of healthcare, without having to worry about going bankrupt in the process

@SenatorRomney @SenMikeLee @RepChrisStewart @KaelWeston","Salt Lake City, UT",156,98,0,0,0,2020-10-02,neg,110874
3107,"1. So not hydroxychloroquine
2. He’s never been in “good spirits”
3. That’s the protocol his doctors advise — and didn’t tell you about","NY, NY",760,2240,0,0,1,2020-10-02,neg,110875
3108,@realDonaldTrump @FLOTUS Please make sure you take hydroxychloroquine!,"Bird In Hand, PA",1280,171,0,0,0,2020-10-02,pos,110876
3109,"@radiochick841 I don't believe he has it. Deflection, avoid debate, sympathy vote, Eric quarantines to avoid testifying, Hydroxychloroquine/it's not so bad narrative, resigns for health reasons, pence pardons, flees to Russia to avoid those pesky state charges. To egotistical to fake his death.","Valley of the Sun, Arizona",10253,10446,0,0,0,2020-10-02,neg,110877
3110,"What, no hydroxychloroquine? Good thing he stockpiled that. 🤔",,360,81,1,2,1,2020-10-02,neg,110878
3111,@Tom_Winter @maggieNYT @HallieJackson @carolelee What about #Hydroxychloroquine - heard it does wonders.,,793,40,0,0,0,2020-10-02,neu,110879
3112,@PressSec @realDonaldTrump What? No Hydroxychloroquine?,"Orlando, FL",841,862,0,0,0,2020-10-02,neu,110880
3113,@AngrierWHStaff But no hydroxychloroquine? Thought it was a miracle drug?,,579,181,3,0,60,2020-10-02,neg,110881
3114,"Now it's your turn to disappear, just go away...don't forget your hydroxychloroquine and bleach and may you suffer like this country has under your inept and bullying ways like so many of us have. #VoteHimOut2020 .",Bay Area,133,52,0,0,0,2020-10-02,neg,110882
3115,Where's the hydroxychloroquine that the President recommended to the public repeatedly?,,348,3817,2,6,14,2020-10-02,neu,110883
3116,"Note the absence of hydroxychloroquine, Trump's supposed ""miracle"" drug. Why? Likely because of his heart issues. It could cause arrhythmia, damage his heart. And, because studies continue to show it doesn't work. That's why!","Chicago, IL",1202,1003,0,0,0,2020-10-02,neg,110884
3117,@PressSec @realDonaldTrump What happened to hydroxychloroquine?,"North Pole, AK",1062,184,0,0,0,2020-10-02,neu,110885
3118,@russian_market He should be taking hydroxychloroquine.,Chicago,131,12,1,0,1,2020-10-02,pos,110886
3119,"@morethanmySLE @Isabela52864568 QAnon people are saying ""he stoped using hydroxychloroquine, that's why he got it"" 🤦‍♂️","Belgrade, Republic of Serbia",660,1115,1,0,1,2020-10-02,neg,110887
3120,@PressSec @realDonaldTrump hold up where’s the Hydroxychloroquine or .... the bleach??!!,"London, England",695,218,1,0,1,2020-10-02,neu,110888
3121,@Tom_Winter @cindycrum @HallieJackson @carolelee Wait. No hydroxychloroquine? He should be force to take that and wash it down with Clorox,"Charlotte, NC",3086,3093,6,11,176,2020-10-02,neg,110889
3122,@Acosta Hydroxychloroquine has not been prescribed?  But the president and Fox News say its the miracle cure.  What about silvered? The evangelical preachers say it protects the body. Where’s the My Pillow guy and his cure?,"Michigan, USA",935,400,4,0,35,2020-10-02,neg,110890
3123,@RevTiberius @cenkuygur Get ready for hydroxychloroquine to be the topic.,,411,210,0,0,0,2020-10-02,neu,110891
3124,"So after all that time ranting, raving and promoting hydroxychloroquine, Trump isn't taking it?","Los Angeles, CA",2233,608933,94,786,4725,2020-10-02,neg,110892
3125,oh so i guess he's too good for hydroxychloroquine?,"minneapolis, mn",3002,1126,0,0,0,2020-10-02,neu,110893
3126,Donald himself is NOT taking hydroxychloroquine.,,1572,1171,0,4,5,2020-10-02,neg,110894
3127,"Weird, why wouldn’t he just give him hydroxychloroquine if it’s so effective 🤔","London, England",608,219,0,0,0,2020-10-02,neu,110895
3128,Weird that he isn't being prescribed hydroxychloroquine...,"Keyport, NJ",415,188,0,0,0,2020-10-02,neu,110896
3129,"@PressSec @realDonaldTrump Wait, what? Not hydroxychloroquine?",,129,31,0,0,0,2020-10-02,neu,110897
3130,"NEW 🚨‼️

Trump’s physician: “Following PCR-confirmation of the President’s diagnosis, as a precautionary measure he received a single 8 gram dose of Regeneron’s polyclonal antibody cocktail. He completed the infusion without incident.”

NO #Hydroxychloroquine https://t.co/WaY3mL4Pvb","California, USA",48624,122426,12,25,40,2020-10-02,neu,110898
3131,@anoncatanoncat And the only cure is more hydroxychloroquine https://t.co/XL5QOykZih,ITP,2210,462,0,0,0,2020-10-02,neg,110899
3132,One word missing here: hydroxychloroquine. https://t.co/Hp9USG8bKO,"Indianapolis, Indiana",7826,22888,5,21,117,2020-10-02,neu,110900
3133,"@Chica_LeoLatina It could possibly be just to push the new vaccine when it comes out. A sort of, ""See, Donald Trump took it, it is completely safe.""  Or it could also be to push the hydroxychloroquine theory again.",,227,128,0,0,0,2020-10-02,neg,110901
3134,@Acosta No hydroxychloroquine? Gee wonder why,,579,181,0,0,0,2020-10-02,neu,110902
3135,WHERES THE HYDROXYCHLOROQUINE?,new york city,2122,573,0,0,0,2020-10-02,neg,110903
3136,@PressSec @realDonaldTrump Just give him so bleach and hydroxychloroquine and he will be back to killing people at rallies in no time,,704,1128,0,0,0,2020-10-02,pos,110904
3137,"@realDonaldTrump @FLOTUS Are you taking  hydroxychloroquine? Here's your chance to show us how it heals you. 

ARE YOU TAKING IT?",,45,24,0,1,0,2020-10-02,pos,110905
3138,@maddow Is the President receiving hydroxychloroquine?,"Scottsdale, AZ",57,17,0,0,0,2020-10-02,neu,110906
3139,@atrupar Is he taking the daily dose of hydroxychloroquine?,,141,1048,1,0,5,2020-10-02,neu,110907
3140,@realDonaldTrump @FLOTUS Trump bro just start taking Hydroxychloroquine and injecting yourself with @PURELL  you'll be back on your feet in no time!,,0,0,0,0,0,2020-10-02,pos,110908
3141,@meridithmcgraw I thought his magical hydroxychloroquine regiment was going to keep him safe,,339,33,0,0,1,2020-10-02,pos,110909
3142,"@jaketapper @TheLeadCNN 
The Whitehouse Doc/Liar Ronnie Jackson has tweeted that Trump will be fine and is so healthy that he isn't even Symptomatic!

Wonder if he is gunna go back to taking Hydroxychloroquine? https://t.co/EmvJM3nOMB","Toronto, Ontario/ Buffalo NY",1728,387,0,0,0,2020-10-02,neu,110910
3143,He’s not taking  hydroxychloroquine? Almost as if the propaganda was all bullshit,United States,1432,1035,0,0,0,2020-10-02,neg,110911
3144,@PressSec @realDonaldTrump What happened to bleach and Hydroxychloroquine?? Weren't those supposed to cure COVID?!,A house,308,226,0,0,0,2020-10-02,neg,110912
3145,@megynkelly @Timodc Didn't trump he taking hydroxychloroquine daily as a preventive measure ? this is not a ringing endorsement for hydroxychloroquine..Oh i remember Trump saying he liked war heroes that didn't get captured and making fun Biden son drug problems,,3510,285,1,0,0,2020-10-02,neg,110913
3146,"trump should have to be treated with hydroxychloroquine, a word I definitely knew how to spell","New Orleans, LA",116,95,0,0,0,2020-10-02,neg,110914
3147,"Hydroxychloroquine can help save hospitalized coronavirus patients, study finds https://t.co/UUjuDaahzJ via @nypost",,2130,2133,0,0,0,2020-10-02,pos,110915
3148,"@PressSec @realDonaldTrump No hydroxychloroquine, huh? Weird.",,326,256,0,0,0,2020-10-02,neu,110916
3149,@PressSec @realDonaldTrump WHERE'S THE HYDROXYCHLOROQUINE?,,407,2446,20,17,561,2020-10-02,neg,110917
3150,"Hydroxychloroquine sulfate in powder is not safe, you cannot precise the dose.

😖",The void,130,50,0,0,0,2020-10-02,neg,110918
3151,@CNNPolitics I thought one tab of hydroxychloroquine chased with a shot of bleach would have him back on tour tomorrow?,,45,62,0,0,3,2020-10-02,pos,110919
3152,"@ktumulty Neither is needed. He was taking regimented doses of hydroxychloroquine months ago, right? Just get him his clorox, he’ll be fine. Unless the 200,000 plus deaths in our country now concerns him.",New York,914,265,0,0,0,2020-10-02,neg,110920
3153,@NickofTime925 @J_Frick3 Thing is he said Hydroxychloroquine is preventative and he claimed he took it. So which part is true? Did he take if so it obviously doesn’t work like he said. If he didn’t take then he lied...why?,"Los Angeles, CA",2066,1033,0,0,0,2020-10-02,neg,110921
3154,@AnnCoulter Sure hope CommNder Connelly prescribes Hydroxychloroquine Azithromycin &amp; Zinc prophylactically right away. @POTUS,"Omaha, Nairobi, Heaven",366,88,0,0,0,2020-10-02,pos,110922
3155,"@realDonaldTrump @FLOTUS I guess you debunked your HYDROXYCHlOROQUINE theory, it don't work. Just think it's like the flu. In the heat it will be gone so wait till spring.",New York,46,6,0,0,0,2020-10-02,neg,110923
3156,Bet $20 in a few days trump is going to come out and say he is 100% okay because he took hydroxychloroquine,Pabanatra Fagonopolis,124,202,0,0,0,2020-10-02,pos,110924
3157,@realDonaldTrump @FLOTUS I thought you were taking. #Hydroxychloroquine #compulsiveliar,"Wyoming, USA",58,13,0,0,0,2020-10-02,neg,110925
3158,"@realDonaldTrump @FLOTUS Love and Prayers to you and the First Lady, Mr. President. I had Covid 19 took Hydroxychloroquine, Zpac, Zinc, &amp; Vitamin C and did just fine and know you both will as well. God Bless","Jay,Florida",1838,1436,0,0,0,2020-10-02,pos,110926
3159,"I hope that the President's doctors have the courage and moral fortitude to honor his every insane request for treatment. Hydroxychloroquine for breakfast, bleach shots for lunch, probably still Big Macs for dinner, and a bunch of ground up sudafed to snort for dessert.","Long Beach, CA",512,31,0,0,2,2020-10-02,neg,110927
3160,@zeefa64 How many people have died because the government prevented them from using hydroxychloroquine for treatment of COVID-19.  How many people have died because of Dr Fauci? How many have died from losing jobs and businesses? How many died because of orders from governors or mayors?,"Forget, It",490,412,0,1,1,2020-10-02,pos,110928
3161,"@Franklin_Graham @realDonaldTrump @MELANIATRUMP He seems to have a mild case. Actually a blessing, since he now won't need any vaccine, w it's neurotoxic additives and poorer protection. Since he was right about hydroxychloroquine per research, he can benefit from that too.",,55,278,0,0,0,2020-10-02,pos,110929
3162,"@luay_2 Trump’s October surprise will be the announcement of “his infection.”  Fake, but quite dramatic. This twist will blow Biden off the screens, the “Trump COVID watch” dominating every minute of every day.  Then, 14 days later, Trump will emerge, 100% cured by hydroxychloroquine.",,506,818,0,0,0,2020-10-02,pos,110930
3163,"@Emptyset09 @GeraldLeroy6 Yeah, Jeni's Ice cream is our Hydroxychloroquine","Virginia, USA",1289,1400,0,0,2,2020-10-02,neg,110931
3164,@blackvaultcom Wait wait wait. Didn’t he take hydroxychloroquine prophalactically? His entire base must be confused.,"Staten Island, NY",1811,612,1,0,3,2020-10-02,neg,110932
3165,No Hydroxychloroquine eh? Fucking imagine that,blah blah blah,133,56,0,0,0,2020-10-02,neg,110933
3166,@TheWarMonitor He was already getting the Hydroxychloroquine he'd said at one point before he even had the diagnosis so it's not surprising he'd get an experimental drug if he wanted it.,"Winnipeg, Canada",174,112,0,0,1,2020-10-02,pos,110934
3167,"@realDonaldTrump @FLOTUS Try Hydroxychloroquine, mr trump! What do you have to lose!","Los Angeles, CA",3508,263,0,0,0,2020-10-02,neg,110935
3168,"@HeidiNBC It wasn’t standard to take preventative hydroxychloroquine either. If he’s not very ill, I’m guessing he demanded the treatment.",,1315,755,0,0,19,2020-10-02,neg,110936
3169,@HeidiNBC He's not taking hydroxychloroquine?😂😂😂😂,parts unknown,284,1421,0,2,1,2020-10-02,neu,110937
3170,@tomwatson Must be all that Hydroxychloroquine that is keeping him asymptomatic n shit.,middle of the left,410,302,0,0,0,2020-10-02,neg,110938
3171,And the only cure is more hydroxychloroquine https://t.co/UFUMOi3mNS,ITP,2210,462,0,0,0,2020-10-02,neg,110939
3172,@AngrierWHStaff No mention of Hydroxychloroquine. Wonder why.,"Atlanta, GA",250,37,1,0,1,2020-10-02,neu,110940
3173,I'm guessing the Hydroxychloroquine that Trump was taking in May was a hoax. Just saying...,"NY, NY",7677,8411,2,4,12,2020-10-02,neg,110941
3174,. Wonder if @realDonaldTrump is taking Hydroxychloroquine since he promoted it as a treatment.,"Abilene, TX",1367,1332,0,0,0,2020-10-02,neu,110942
3175,@AngrierWHStaff No hydroxychloroquine? No bleach? Damn. I expected the same treatment he expected us to take.,"Kentucky, USA",10938,10805,1,0,6,2020-10-02,neg,110943
3176,Why is he not taking #Hydroxychloroquine and demon sperm like Dr Stella suggested?,"England, United Kingdom",577,44212,6,9,12,2020-10-02,neu,110944
3177,@kylegriffin1 what happened to hydroxychloroquine?,,394,234,3,7,72,2020-10-02,neu,110945
3178,@AngrierWHStaff Weird that his doctor isn't giving him hydroxychloroquine.,Texas,1206,104,0,0,0,2020-10-02,neu,110946
3179,Why is he not taking Hydroxychloroquine?,"San Francisco, CA",349,142,0,0,0,2020-10-02,neu,110947
3180,⁦@JoeNBC⁩ Trump touted hydroxychloroquine as a Covid cure despite no evidence. Is he taking it? It KILLED MY FATHER https://t.co/c1z8RJeFAQ,New York/ LA,2281,3862,0,1,0,2020-10-02,neg,110948
